honest_signals,vol,selected,facial_expression,voice_analysis,all
0.7368421052631579,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.5333333333333333,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7999999999999999,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.75,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.5714285714285714,0.6666666666666665,0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.8235294117647058,0.5,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.75,0.7368421052631579,0.8235294117647058,0.3333333333333333,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.75,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.42857142857142855,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.8235294117647058,0.6666666666666665,0.7368421052631579,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666665,0.6250000000000001,0.7777777777777778,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.588235294117647,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6153846153846153,0.7368421052631579
0.588235294117647,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7777777777777778,0.4615384615384615,0.8750000000000001,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.6250000000000001,0.75,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.6666666666666666,0.7368421052631579,0.75,0.588235294117647
0.75,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.9333333333333332,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6250000000000001,0.6666666666666665,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6666666666666665,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.75,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.5,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6666666666666665,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.7777777777777778,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.6666666666666666,0.6250000000000001,0.7368421052631579,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666665,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666665,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.75,0.7368421052631579,0.7999999999999999,0.7368421052631579,0.8571428571428571,0.7368421052631579
0.6666666666666666,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.9333333333333332,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7999999999999999,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7999999999999999,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.42857142857142855,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7692307692307692,0.7368421052631579
0.7777777777777778,0.6250000000000001,0.7777777777777778,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7142857142857143,0.6666666666666665
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7142857142857143,0.7777777777777778
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.6666666666666666,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.18181818181818185,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.7777777777777778,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.6666666666666665,0.7999999999999999,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.5333333333333333,0.8235294117647058,0.7999999999999999,0.7368421052631579,0.7999999999999999,0.7777777777777778
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.7058823529411764,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.5714285714285714,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.7777777777777778,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.8235294117647058,0.4,0.7777777777777778,0.6666666666666665,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.75,0.7368421052631579,0.7999999999999999,0.7368421052631579,0.75,0.7368421052631579
0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.8750000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.30769230769230765,0.7368421052631579,0.75,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6666666666666665,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7777777777777778,0.6250000000000001,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7777777777777778
0.7368421052631579,0.6250000000000001,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.6250000000000001,0.7999999999999999,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.588235294117647,0.6666666666666666,0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.8235294117647058,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.6153846153846153,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.6250000000000001,0.4,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.5333333333333333,0.6666666666666666,0.8750000000000001,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7058823529411764,0.5,0.8235294117647058,0.5714285714285714,0.75,0.6666666666666665
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.588235294117647,0.6666666666666666,0.7058823529411764,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.42857142857142855,0.588235294117647,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.6666666666666666,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.30769230769230765,0.8235294117647058,0.7368421052631579,0.6666666666666665,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7058823529411764,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.6666666666666665,0.5,0.5,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.6666666666666665
0.588235294117647,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6153846153846153,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7999999999999999,0.7368421052631579,0.7777777777777778,0.7777777777777778
0.588235294117647,0.8235294117647058,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.42857142857142855,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.7777777777777778,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7777777777777778,0.7058823529411764,0.9333333333333332,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.588235294117647,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.75,0.7368421052631579,0.7058823529411764,0.3636363636363637,0.6250000000000001,0.6666666666666665
0.6666666666666665,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.5333333333333333,0.7777777777777778,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.75,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.75,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7777777777777778,0.7058823529411764,0.8235294117647058,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6153846153846153,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.7368421052631579,0.3333333333333333,0.7058823529411764,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7142857142857143,0.6666666666666665,0.8750000000000001,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.75,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666665,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.5333333333333333,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.6666666666666665,0.7777777777777778,0.7777777777777778,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.4,0.6666666666666666,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.7999999999999999,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.75,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7777777777777778,0.8235294117647058,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.8571428571428571,0.7368421052631579
0.75,0.5333333333333333,0.7999999999999999,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6153846153846153,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.75,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.3636363636363637,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.7777777777777778,0.6250000000000001,0.7999999999999999,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7692307692307692,0.7368421052631579
0.75,0.5,0.7777777777777778,0.7368421052631579,0.7692307692307692,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.75,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7058823529411764,0.7999999999999999,0.7368421052631579,0.6666666666666666,0.588235294117647
0.5714285714285714,0.7368421052631579,0.7777777777777778,0.6153846153846153,0.7058823529411764,0.7777777777777778
0.7368421052631579,0.588235294117647,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.75,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7777777777777778,0.6250000000000001,0.9333333333333332,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.75,0.8235294117647058,0.7368421052631579,0.8571428571428571,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.4615384615384615,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.588235294117647,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.7777777777777778,0.5,0.5333333333333333,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.7777777777777778,0.7368421052631579,0.7692307692307692,0.7368421052631579
0.5714285714285714,0.75,0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6153846153846153,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.7777777777777778,0.42857142857142855,0.8750000000000001,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.6250000000000001,0.7777777777777778,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666666,0.6666666666666666,0.8235294117647058,0.3636363636363637,0.7142857142857143,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.75,0.7368421052631579,0.5333333333333333,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6250000000000001,0.7368421052631579
0.75,0.588235294117647,0.7777777777777778,0.5333333333333333,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.9333333333333332,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.6250000000000001,0.588235294117647,0.8750000000000001,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.75,0.588235294117647,0.8750000000000001,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7142857142857143,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.2,0.8235294117647058,0.7368421052631579
0.8235294117647058,0.6666666666666665,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.2,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8235294117647058,0.6250000000000001,0.8235294117647058,0.7368421052631579,0.75,0.7368421052631579
0.6666666666666666,0.7368421052631579,0.7777777777777778,0.5333333333333333,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.75,0.7368421052631579,0.6153846153846153,0.7368421052631579
0.75,0.5,0.6666666666666666,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.6153846153846153,0.7368421052631579
0.7777777777777778,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6153846153846153,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.75,0.7777777777777778
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8750000000000001,0.7368421052631579
0.7058823529411764,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.588235294117647,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.8235294117647058,0.7777777777777778,0.8235294117647058,0.7368421052631579,0.7999999999999999,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.5333333333333333,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.6250000000000001,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7777777777777778,0.75,0.8235294117647058,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.6250000000000001,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.8750000000000001,0.7368421052631579,0.8235294117647058,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7058823529411764,0.7368421052631579,0.7692307692307692,0.7368421052631579
0.7058823529411764,0.5,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.8750000000000001,0.7368421052631579,0.75,0.7368421052631579
0.42857142857142855,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579
0.6153846153846153,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.6666666666666666,0.7368421052631579
0.7777777777777778,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.7368421052631579
0.6666666666666665,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.75,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.6666666666666666,0.7368421052631579,0.5714285714285714,0.7368421052631579
0.7368421052631579,0.6666666666666665,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7368421052631579
0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7058823529411764,0.7368421052631579
0.8235294117647058,0.7058823529411764,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.7368421052631579
